Symbol	Date	EMA10T7	EMA10T6	EMA10T5	EMA10T4	EMA10T3	EMA10T2	EMA10T1	EMA10T0	EMA20T7	EMA20T6	EMA20T5	EMA20T4	EMA20T3	EMA20T2	EMA20T1	EMA20T0
BLPH	21.07.2021	4,7128069352	4,7032056465	4,6298955636	4,5535509226	4,4783598215	4,4241125500	4,3760920586	4,3986207752	4,6802088439	4,6782841776	4,6422571312	4,6010897890	4,5571764631	4,5212548788	4,4868496377	4,4881020532
OCC	21.07.2021	3,7212103951	3,8118993760	3,8642812903	3,8944120029	3,8863370760	3,8633666968	3,8791182151	3,9156421621	3,6886784722	3,7392805025	3,7736347313	3,7980504911	3,8029980543	3,7989030006	3,8132931956	3,8386938364
LOGI	21.07.2021	124,8426921678	124,3676578385	123,7789922776	123,0046294350	122,0783338399	121,3350000261	120,7340907085	120,8151651806	124,6078148002	124,3813565675	124,0717032995	123,6382074275	123,0926642117	122,6066959881	122,1708200635	122,0764562770
PSB	21.07.2021	151,7531930719	151,8617045322	152,5468500505	152,9674228796	153,2969821341	152,9466208583	153,5690525417	153,7783159379	152,2984829527	152,3033899194	152,6202103921	152,8335237463	153,0189023208	152,8618635395	153,1959713088	153,3411170147
INM	21.07.2021	2,9729476523	2,9469571562	2,9147831243	2,8702771156	2,8320449283	2,7625822228	2,7184763606	2,7169352111	2,9626157502	2,9499856715	2,9328441772	2,9078114056	2,8842103276	2,8428569676	2,8121086831	2,8023840503
RSF	21.07.2021	19,7924856084	19,8065792868	19,7462922131	19,5615117275	19,4703276799	19,3720863391	19,3062525008	19,2707156442	19,5523297220	19,5825841141	19,5723380443	19,4921153298	19,4509614380	19,4013460921	19,3640750575	19,3399536034
COG	21.07.2021	17,2716868957	17,3477439209	17,2499722018	17,1099771728	16,9372540227	16,7013897174	16,4902279436	16,4301864716	17,0655290102	17,1250024887	17,0950022008	17,0364305190	16,9529609313	16,8279170657	16,7052582939	16,6533289181
SBTX	21.07.2021	30,4348601124	30,1139764695	29,7423443286	29,7910090378	29,9380983730	30,1493532836	30,6021980302	31,4417986103	30,6151472535	30,4298951414	30,2051431941	30,1865581498	30,2259336004	30,3091780558	30,5311610400	30,9777172476
SVFAW	21.07.2021	1,5098093023	1,5098439729	1,4971450791	1,4922096154	1,4899896888	1,4732642912	1,4581253265	1,4621025434	1,5042192224	1,5047697717	1,4986012275	1,4958773038	1,4943651814	1,4851875453	1,4761220634	1,4764913925
SGH	21.07.2021	50,3454561148	50,9535547533	51,7038178584	52,0158506421	51,6311508028	51,0000324473	50,2563901564	49,9461372620	48,8523514654	49,3130797665	49,8623104393	50,2011378421	50,1724581930	49,9807954934	49,6883387652	49,5799254768
MGP	21.07.2021	36,5278356529	36,5318653955	36,6151629015	36,6305879672	36,6377534584	36,4999802966	36,5872565230	36,7859372107	36,4928793110	36,4983193040	36,5451461968	36,5598942507	36,5703803381	36,5046299315	36,5499032277	36,6575315208
BMO	21.07.2021	102,0225133977	101,8784206630	101,7168892450	101,4501821095	101,0319674579	100,1097913900	99,5680106379	99,4301900780	102,5338775247	102,4096990325	102,2744893974	102,0816808833	101,8024733255	101,2460472073	100,8540424498	100,6593715078
MED	21.07.2021	282,7339383038	281,6132235802	279,1526350333	278,1430661370	275,8025066600	273,3529575532	274,0160561799	275,2804098237	283,5926777129	282,9238519616	281,5101504959	280,7568034109	279,2818687064	277,6674037413	277,6038414802	277,9244281222
BWEN	21.07.2021	4,4987530526	4,4935251867	4,4565206004	4,3989713760	4,3264311259	4,2434436276	4,2064538702	4,2270986523	4,5732349302	4,5634030121	4,5373646263	4,4995203635	4,4519469956	4,3965234613	4,3625688423	4,3585146832
IMTX	21.07.2021	11,9266225672	11,9945094078	12,0118713614	11,9951674914	12,0033188497	12,0008971990	12,0189159595	12,0482040223	11,8613963961	11,9031681861	11,9209617067	11,9208701229	11,9322158218	11,9377190551	11,9531744195	11,9747768848
AVGO	21.07.2021	474,6737351945	476,3712396620	477,3201045122	477,3237212078	475,6412277744	473,8282797114	472,8758645525	473,9929780909	471,4565058632	472,6520776634	473,5033080134	473,8687069014	473,3164497988	472,5882177635	472,2074347706	472,8562494604
UIHC	21.07.2021	5,2812473718	5,2082933250	5,1449672902	5,0586096149	4,9697715343	4,8679948640	4,7883594029	4,7213849799	5,5164641411	5,4558485195	5,3991010542	5,3296628658	5,2573140378	5,1766174482	5,1055110082	5,0402242528
DIOD	21.07.2021	77,6630891522	77,4988915129	77,3190934444	76,9010758442	76,2917898819	75,6478280852	75,4300406058	75,7391236326	77,4857270705	77,4166104101	77,3302667650	77,1102410391	76,7711707546	76,3882021113	76,2036111434	76,2918383919
UTZ	21.07.2021	22,6484032335	22,7286935824	22,6943858248	22,6899520523	22,7008698610	22,7225298308	22,8511608261	22,8073135142	22,8497399588	22,8726218820	22,8409436947	22,8246633501	22,8175525549	22,8177856158	22,8760917767	22,8507497609
VGI	21.07.2021	11,8903840082	11,8775868603	11,8707529135	11,8597070055	11,8506694444	11,8214567419	11,8139191039	11,8204793362	11,9140789730	11,9051190417	11,8989172428	11,8904489739	11,8827872068	11,8644264805	11,8563858379	11,8557776992
QNST	21.07.2021	18,3684653789	18,3269261081	18,2420305631	18,1762066718	18,1259872075	18,0703531143	18,0866525203	18,1763520482	18,3598727714	18,3389324494	18,2933198933	18,2539560140	18,2202458811	18,1821271967	18,1800198301	18,2181131723
CBIO	21.07.2021	4,3725686033	4,4139197490	4,3913888786	4,3602272261	4,3620040733	4,3525487769	4,3811763136	4,4191442843	4,3636718315	4,3861792671	4,3770193332	4,3620650911	4,3628207858	4,3577902293	4,3722864197	4,3930210610
QRTEB	21.07.2021	13,0759515084	13,0494149260	12,9658849672	12,8648149454	12,6384849345	12,5187603178	12,4917129664	12,4604923716	13,2135942633	13,1865853149	13,1297676804	13,0612183630	12,9239594604	12,8340585158	12,7898624558	12,7451136214
IRS	21.07.2021	4,1775359057	4,2907112303	4,3814909996	4,4466744126	4,4727336381	4,4558729974	4,4384415676	4,4550885935	4,0697360487	4,1392850146	4,2012578667	4,2525666195	4,2847031465	4,2937790482	4,3000858182	4,3219824269
BBBY	21.07.2021	29,9993260969	29,8812668759	29,5192182420	29,1848149808	28,8166667747	28,5118181593	28,6096692643	28,8424565598	29,9909931883	29,9299462543	29,7356656005	29,5398879534	29,3132319433	29,1062574144	29,1008994927	29,1760518638
WSO	21.07.2021	288,8751796526	288,5087806888	288,1762737774	287,7605902994	286,8404851917	285,3385763518	285,0006553762	284,3696269041	287,3293058137	287,2846086269	287,2270261553	287,0996917261	286,6806746290	285,9091805284	285,6778310482	285,2827994035
PEB	21.07.2021	23,1017815143	22,9960031404	22,9858208484	22,9756716587	22,8619132446	22,6415653126	22,5994625008	22,7377421571	23,2720971419	23,2004688863	23,1756623765	23,1522659888	23,0758597405	22,9400635384	22,8895812821	22,9343831229
IPVIU	20.07.2021	9,9607465919	9,9624290783	9,9656237081	9,9682374961	9,9703760500	9,9666712789	9,9690945995	9,9656228195	9,9635904085	9,9642008712	9,9657055066	9,9670668433	9,9682985289	9,9665557937	9,9678361507	9,9661374515
RLAY	21.07.2021	35,4755186301	35,1690608638	34,8401408177	34,2982971436	34,1222434504	33,9181991867	33,9894359479	34,0840836522	35,1966227400	35,0626587567	34,9005008380	34,6109293878	34,4889362871	34,3471328312	34,3435965019	34,3594442942
APRN	21.07.2021	4,2061513593	4,1832147347	4,1208120400	4,0661189297	3,9959155001	3,9966581364	3,9645384631	3,9400769105	4,3988978590	4,3685266271	4,3181907496	4,2707440052	4,2144826777	4,1940557561	4,1584313920	4,1271522045
WISH	21.07.2021	11,6975299110	11,4616153123	11,1558670252	10,9620730484	10,6544234864	10,4336191399	10,3802339041	10,3111004670	11,7537726300	11,6248418670	11,4491426162	11,3197004768	11,1244909512	10,9640632016	10,8855810246	10,8012399746
KEX	21.07.2021	60,5505347015	60,2722557481	59,8936635442	59,5039065362	59,1013782415	58,5229455010	58,5478644731	58,6809798015	61,8265629984	61,5592713278	61,2383882134	60,9061607645	60,5617645885	60,1196915961	59,9806733343	59,9139424243
UONEK	21.07.2021	5,1441681332	5,0997739445	5,0634514265	5,0082784815	4,9249551559	4,8585996626	4,8315815491	4,8385667011	5,0657377175	5,0499531821	5,0356719357	5,0094174875	4,9656634592	4,9270288386	4,9063594290	4,9028966154
FNB	21.07.2021	12,1418751253	12,0688068791	12,0090237686	11,9728377051	11,8705035492	11,6958665125	11,6329817614	11,6233487000	12,3469055829	12,2891050294	12,2368092905	12,1961608266	12,1212883524	12,0059275424	11,9434582890	11,9088432066
RBBN	21.07.2021	7,5792362661	7,5593750887	7,5267614570	7,4618957514	7,3833692893	7,3191203658	7,3047348031	7,3238739021	7,6211030623	7,6067122745	7,5851206402	7,5455853484	7,4964820019	7,4520551645	7,4318594128	7,4297775494
ASG	21.07.2021	8,7599078116	8,7417427272	8,7250621620	8,6932327127	8,6599177156	8,6181145501	8,6166391149	8,6208866110	8,7729479382	8,7621909772	8,7515060859	8,7323150482	8,7111422083	8,6843667890	8,6772842049	8,6737333610
NEOG	21.07.2021	45,7125750837	45,6211976293	45,4591616135	45,2538598348	45,1040671931	44,9415093552	44,8339619222	44,7405142445	45,7360158690	45,6859190324	45,5948790809	45,4744145809	45,3749465547	45,2639991766	45,1769514906	45,0953370339
SCCO	21.07.2021	64,0823780224	64,1383091801	64,0767982813	64,0555620637	63,6727327363	63,1631447719	62,9589367980	63,0664026960	64,5392405974	64,5250271491	64,4559768717	64,4087408920	64,1745751654	63,8598536194	63,6865343142	63,6735309735
TSIBU	21.07.2021	10,0888937851	10,0818222225	10,0778546219	10,0855173971	10,0790597233	10,0752306119	10,0706432626	10,0714353620	10,0786683280	10,0759380292	10,0744201617	10,0787610877	10,0760219547	10,0743055410	10,0719907457	10,0722773232
SGU	21.07.2021	11,3493091933	11,3385256967	11,3369755562	11,3484344766	11,3905372852	11,3504396108	11,3376323603	11,3580628056	11,2632427281	11,2657910361	11,2719061682	11,2841055445	11,3122859615	11,2987349248	11,2969506209	11,3115267340
BUR	21.07.2021	10,5138330151	10,5713179076	10,5892601201	10,5439401260	10,5777691108	10,4927201191	10,4158618601	10,4620688085	10,7115422941	10,7228239731	10,7177931258	10,6818128426	10,6864020521	10,6315065859	10,5780297391	10,5867888188
ANZUU	21.07.2021	9,9865206905	9,9889714741	9,9909766606	9,9926172678	9,9939595827	9,9950578404	9,9777745273	9,9799972989	9,9812794498	9,9830623594	9,9846754680	9,9861349472	9,9874554284	9,9886501495	9,9802072418	9,9811398637
ARYD	21.07.2021	10,6673085434	10,6550706958	10,5905124222	10,5413282899	10,4845413448	10,4293519650	10,3858333496	10,3574999301	10,6260956431	10,6236103801	10,5927903621	10,5668102985	10,5346378978	10,5009580748	10,4713429801	10,4483578908
HCIC	21.07.2021	10,0883323842	10,0759083976	10,0657433176	10,0574264340	10,0488034876	10,0362936794	10,0260583817	10,0195022707	10,0635957676	10,0594438333	10,0556873214	10,0522885724	10,0482611111	10,0417600093	10,0358780601	10,0315086992
LPLA	21.07.2021	137,7254237084	137,5371652962	137,0758625151	136,6457069149	135,8537589824	134,3494395003	134,2749963987	135,0759048127	138,6862298510	138,4961129548	138,1631498163	137,8342790446	137,3062518295	136,3799423059	136,1475670807	136,3887504707
ADVM	21.07.2021	3,5079168240	3,4846592405	3,4256303033	3,3664247762	3,3161657104	3,2514083155	3,2256976936	3,2119344939	3,5835392643	3,5641545833	3,5256636788	3,4851242717	3,4474933805	3,4010654432	3,3733449148	3,3520739796
DRIO	21.07.2021	20,0993877168	19,9685897975	19,5233917358	18,9864113647	18,4543364740	17,9990025350	17,6628201865	17,4768527689	20,2666220249	20,1821817522	19,9286406765	19,6087701068	19,2707919505	18,9545260323	18,6874282786	18,4924350511
MGTA	21.07.2021	9,6357629309	9,5201696707	9,3492297167	9,2111879778	9,1436992823	9,0521176570	9,0244598318	8,8509216251	10,1003457120	9,9955508823	9,8607365053	9,7397139955	9,6540269629	9,5574529991	9,4948383914	9,3591394679
AKAM	21.07.2021	117,0496450680	116,7024367629	116,5765395580	116,5535318108	116,6401621687	116,7546775277	116,8974635982	117,0288343525	116,7140509756	116,5641413008	116,5113661423	116,5055214571	116,5554716783	116,6235216749	116,7108054121	116,7973956344
BSN	21.07.2021	9,8809512886	9,8789601244	9,8755127666	9,8726922012	9,8703844658	9,8684963187	9,8651334210	9,8642000093	9,8854323472	9,8839625890	9,8816804049	9,8796155718	9,8777473894	9,8760571291	9,8735755341	9,8722825934
HOLX	21.07.2021	68,2656735241	68,3355513426	68,1945415637	68,2264435969	68,4652722003	68,8115868451	69,0585707222	69,2297396818	66,8176651705	66,9921733949	67,0462518866	67,1723233971	67,3978164941	67,6808818515	67,9179405484	68,1162319247
GAIA	21.07.2021	11,1101667381	11,1265000237	11,1871363900	11,2076570810	11,2280830108	11,2593405759	11,3540058772	11,4660048571	11,2722758183	11,2653923889	11,2839264507	11,2854572831	11,2887470366	11,2993425206	11,3451193980	11,4046318617
AES	21.07.2021	25,9290245441	25,7455655499	25,6009174068	25,4152960463	25,2234241488	24,9246197443	24,7746889510	24,6992910709	25,9062909006	25,8123584411	25,7302291385	25,6206834990	25,5006184620	25,3177024107	25,2017307889	25,1215660100
FORA	21.07.2021	12,2598340198	12,3271369461	12,3676575361	12,3044471582	12,2200022481	12,1636381752	12,2120676534	12,2280553875	12,1756277974	12,2189013514	12,2504345742	12,2284884679	12,1914895807	12,1646810347	12,1899495366	12,2004305513
SSNC	21.07.2021	73,2299448147	73,2135911010	73,3402115667	73,4565373467	73,5026212990	73,1948715281	73,2976225477	73,4798735485	73,1931669809	73,1881034008	73,2568558066	73,3257270019	73,3623243431	73,2144836969	73,2664378340	73,3648726167
PHIO	21.07.2021	2,1104460192	2,0849103846	2,0567448506	2,0282457825	1,9903829225	1,9557678370	1,9365373255	1,9353487113	2,1579768264	2,1400742743	2,1200671955	2,0991084127	2,0725266641	2,0465717392	2,0278506235	2,0185315115
FROG	21.07.2021	46,6722154524	46,4372673825	45,7050369216	45,2241213674	44,9015539847	44,8921802555	45,0317838177	45,0841867044	46,3374078184	46,2462262232	45,8808713302	45,6122170486	45,4062916881	45,3533113820	45,3825198073	45,3765655108
TSE	21.07.2021	57,9722964256	57,8755150076	57,5672396072	57,0822872287	56,0855074552	54,9972330950	54,2940999992	54,0115366681	59,0761119528	58,9202916360	58,6593115093	58,3012819871	57,6630645096	56,9427725063	56,3891752264	56,0416348885
JGH	21.07.2021	16,1463681295	16,1670285112	16,1621141255	16,1326388299	16,0503409163	15,9666425957	15,9181620890	15,8857689403	16,0906337298	16,1067638725	16,1099291599	16,0994597161	16,0595112008	16,0147958628	15,9848152863	15,9614995230
CCAP	21.07.2021	18,8579985813	18,9001806852	18,9019659874	18,9179721299	18,9147044006	18,8629398115	18,8278598596	18,8409761794	18,8571742088	18,8793481082	18,8822673215	18,8925275548	18,8932391799	18,8681687019	18,8492954995	18,8541244632
TRST	21.07.2021	33,7840422400	33,6414891055	33,5721271448	33,5717403357	33,5768781790	33,3901729169	33,3283231569	33,4304461083	34,5131477395	34,3690384309	34,2634155634	34,1973759568	34,1404828633	33,9890082322	33,8995788041	33,8986664789
LBRDK	21.07.2021	174,6571152093	174,1721861700	173,4881529868	172,8175802713	172,7234753223	172,6010258186	172,9862940735	173,2415132219	171,4992535509	171,5459918312	171,4378024817	171,2818215836	171,3787912473	171,4427161810	171,7548385658	172,0058062633
BLMN	21.07.2021	27,0299880506	27,1881719721	27,2430497537	27,0970408047	26,8539425182	26,3277709848	26,1063581894	26,1088386712	27,1697483071	27,2392960511	27,2631725958	27,1847752566	27,0490823968	26,7548839861	26,5982284265	26,5526829420
SE	21.07.2021	274,6249380234	275,7731315539	275,7380142845	274,4820092459	273,2307359473	273,1596923820	274,3379327940	277,8983110911	273,3408847175	274,0646102150	274,2089317728	273,6966512776	273,1160184038	273,0897305880	273,7135671652	275,6379906188
ALACU	20.07.2021	16,5000000000	16,5000000000	16,5000000000	16,5000000000	16,5000000000	16,5000000000	16,5000000000	16,5000000000	16,5000000000	16,5000000000	16,5000000000	16,5000000000	16,5000000000	16,5000000000	16,5000000000	16,5000000000
FUBO	21.07.2021	29,6398269150	29,2525856994	28,6066611655	28,0763592325	27,6933847017	27,3782236804	27,2203648710	27,2312077466	29,5429032542	29,3492934423	29,0017417585	28,6863378324	28,4276389258	28,1926256076	28,0323755715	27,9607208206
LNN	21.07.2021	162,9445926296	162,4583038374	161,7749753121	160,9595240347	160,0650638986	158,7986897540	158,3952919498	158,4761472931	163,0169011727	162,7552919441	162,3690733731	161,8853514600	161,3286506815	160,5449702455	160,1673542061	160,0409391710
MDRRP	20.07.2021	23,8716352948	23,7677014661	23,6826646972	23,6639983747	23,6241804329	23,5916021169	23,5385834115	23,5315682458	23,9211986885	23,8620368360	23,8085094456	23,7867466340	23,7541993064	23,7247517244	23,6842991065	23,6667468107
WHLRD	21.07.2021	17,8771787705	17,7195099447	17,5788716176	17,4519859633	17,3734431441	17,3037261672	17,2612304449	17,2519156521	17,9880298210	17,8948841456	17,8045141456	17,7165604669	17,6502214184	17,5873431662	17,5380723594	17,5068272856
MARPS	21.07.2021	4,6642476217	4,6725662429	4,7048269087	4,7094038378	4,6822394933	4,6654687041	4,6390198453	4,6373798942	4,6742654298	4,6776687258	4,6940812190	4,6975020571	4,6844066177	4,6754155257	4,6606140453	4,6576984328
VXZ	21.07.2021	25,7489664180	25,8327905392	25,8833740886	25,9118516935	25,9969694148	26,2447932686	26,3802853599	26,3802333237	25,9051239459	25,9341596733	25,9510016150	25,9594777389	25,9995273981	26,1290962755	26,2110870846	26,2271739490
FITBO	21.07.2021	27,4585827419	27,4442948180	27,4380593688	27,4184121970	27,3968825679	27,3356310948	27,3013344156	27,2756372214	27,4941541703	27,4832822646	27,4763029868	27,4623693617	27,4469055403	27,4100573428	27,3850042015	27,3635752154
AIRI	21.07.2021	1,3158150113	1,3202122880	1,3074464175	1,2988197944	1,2899434681	1,2754082990	1,2726067884	1,2739510035	1,2855625209	1,2907470459	1,2868663749	1,2843076716	1,2810402743	1,2742745375	1,2729150569	1,2735898106
GMBTU	21.07.2021	10,0135685273	10,0111015224	10,0181740075	10,0148696425	10,0248932884	10,0167307891	10,0082343305	9,9994644592	10,0071457990	10,0064652467	10,0106114318	10,0096008193	10,0153530932	10,0119860883	10,0079874387	10,0034172100
STCN	21.07.2021	2,0368624839	2,0356147543	2,0364120648	2,0261553292	2,0141270945	2,0006494513	2,0023495493	2,0055587187	2,0419714672	2,0408313247	2,0407521473	2,0349662303	2,0278265930	2,0194621610	2,0185610019	2,0186980475
GWAC	21.07.2021	9,9392203995	9,9393620687	9,9394779799	9,9377547663	9,9308901940	9,9289101726	9,9272901551	9,9259646862	9,9436996121	9,9433472281	9,9430284045	9,9417876332	9,9378078222	9,9361118464	9,9345773921	9,9331890763
MRTX	21.07.2021	165,4609855131	166,3862614292	165,3123949380	164,1083235750	163,9413560961	164,1283824824	164,0232225859	164,0371832255	164,6996937364	165,2568660522	164,8019260213	164,2198380613	164,1217584784	164,2025435015	164,1403967920	164,1365500598
OPRT	21.07.2021	20,3327242853	20,3704109454	20,3248818352	20,3312670670	20,2910368022	20,2853937888	20,3316859937	20,4350157437	20,4004182379	20,4137118262	20,3857393513	20,3832880426	20,3572606681	20,3479977691	20,3662837831	20,4171138627
SPRO	21.07.2021	15,1783786153	15,0259461675	14,8921377665	14,7826581656	14,7185385546	14,5915316279	14,6185258358	14,6860665513	15,0218745180	14,9569341022	14,8934165650	14,8359483171	14,7972866017	14,7232593499	14,7248536757	14,7501056848
GMRE	21.07.2021	15,0677061819	15,0644869108	15,0800346758	15,0891193010	15,1256430576	15,0755262074	15,1163396589	15,1751869173	15,0323165267	15,0340006852	15,0450482026	15,0531388609	15,0756970610	15,0542021391	15,0776114774	15,1121246300
RETO	21.07.2021	1,1198367571	1,1071391562	1,1058411322	1,0993245722	1,0994473816	1,0886387598	1,0807044321	1,0769581643	1,1529470089	1,1431425273	1,1390337175	1,1324590827	1,1293677438	1,1208565264	1,1136320913	1,1085337930
TEKK	21.07.2021	9,7624547178	9,7620084471	9,7598250931	9,7598569360	9,7598829892	9,7453588648	9,7400208173	9,7400169907	9,7794482808	9,7775960854	9,7749678868	9,7735423956	9,7722526654	9,7634667263	9,7589460479	9,7571416406
FRHC	21.07.2021	64,5887857406	64,5217340097	64,4196003869	64,2324002056	63,9410549079	63,4972267428	63,3431857943	63,5898787314	62,6666446105	62,8145833353	62,9236705495	62,9680828200	62,9358845579	62,7991336476	62,7849305884	62,9673178608
MGRB	21.07.2021	26,4053198926	26,4588982326	26,5209165971	26,5607499014	26,5897043400	26,5861216772	26,6104630656	26,6340151939	26,3215073570	26,3575543481	26,3996919565	26,4321022246	26,4595209950	26,4700427759	26,4938481604	26,5172911710
MTLS	21.07.2021	23,7032392084	23,2753776035	22,7707634938	22,4488064949	22,3872054250	21,9858954032	21,8557326858	21,7346904764	24,1015631263	23,8395095315	23,5214610047	23,2813218614	23,1697674566	22,8850277279	22,7312156069	22,5844332190
VSEC	21.07.2021	49,1015846445	49,4812962777	49,7374241162	50,0160743601	50,4858787445	50,4102643718	50,6211253396	50,8372846185	49,2637110811	49,4471670378	49,5845796428	49,7450959109	50,0169913931	50,0220398028	50,1694645544	50,3257061562
LEV	21.07.2021	18,4112395246	17,9764687851	17,4752926909	17,0488758589	16,7054438568	16,2553630723	15,9525698142	15,8230116245	18,7429073693	18,4835829016	18,1727655078	17,8829783275	17,6236470437	17,3004425197	17,0423051514	16,8706570200
GJR	21.07.2021	23,2610044757	23,2480946681	23,2375320983	23,2252535488	23,2352075739	23,2433517762	23,2500152145	23,1772852448	23,2480580246	23,2425287398	23,2375260535	23,2310950081	23,2357526917	23,2399667865	23,2437795389	23,2062767620
AGMH	21.07.2021	10,4292484536	10,2912032941	10,1709845342	10,2271690811	10,0185928706	9,8533941045	9,7291406448	9,6711150453	10,8662048366	10,7522805737	10,6453967204	10,6296446082	10,4820594002	10,3513870437	10,2388739991	10,1599336037
BJ	21.07.2021	47,4526056286	47,5194045497	47,5504216546	47,5921629500	47,5299515046	47,5535966578	47,8256698540	48,1955481734	47,1194912097	47,1862063035	47,2341865247	47,2861686442	47,2827240114	47,3186550434	47,4835449666	47,7098740756
BP	21.07.2021	26,2354660605	26,1162903993	25,9551466071	25,7178471546	25,3818750973	24,9651705619	24,6278669343	24,4973456458	26,5327539674	26,4420154871	26,3265853971	26,1669105610	25,9481572542	25,6759518159	25,4315755106	25,2866635427
BBSI	21.07.2021	72,5023403383	72,4564602768	72,5443770340	72,5599443466	72,5744998090	72,0445914186	71,8728472469	71,8523299541	73,0128465107	72,9401944621	72,9401761744	72,9106353248	72,8848604738	72,5777312537	72,4369947985	72,3725193068
HIMS	21.07.2021	10,6323346632	10,5119102275	10,2842902278	10,1907829968	9,9979133819	9,9182928433	9,6949667955	9,5395183150	11,0275955940	10,9268722295	10,7681225151	10,6730632716	10,5261048757	10,4340949275	10,2679906087	10,1319915176
QRTEP	21.07.2021	108,3182792877	108,2640460796	108,2524007830	108,2883273585	108,2613586369	108,1574756922	108,0961164200	108,0604591665	108,2400197725	108,2190651887	108,2172491658	108,2394156213	108,2299474088	108,1785240785	108,1443788991	108,1211048636
SAFE	21.07.2021	81,4412678897	81,5646742273	81,5256422722	81,8591619700	82,0811328538	81,8918361378	82,4169566181	82,9538740960	79,6751698120	79,9080110438	80,0453431801	80,3610248401	80,6199750297	80,6599774950	81,0523604745	81,4635645004
GHACU	20.07.2021	10,0097025066	10,0061201911	10,0031892056	10,0007911266	10,0042837323	10,0071413187	10,0058428971	10,0047805522	10,0095968667	10,0077304767	10,0060418381	10,0045140222	10,0059889208	10,0073233529	10,0066258907	10,0059948535
PPL	21.07.2021	28,2504902871	28,1922193813	28,1699976201	28,1772706137	28,2523123480	28,2082555991	28,2067547198	28,1855266167	28,3413653695	28,3021877444	28,2800745968	28,2734007385	28,3035530636	28,2755956508	28,2683961377	28,2514060438
NFLX	21.07.2021	531,4999727549	533,1690672859	535,8565118171	537,1462391607	535,9032861421	535,2445121703	534,4818713744	530,6906229214	523,1497899141	524,8193330343	527,0222548603	528,5391841314	528,7078330292	529,0480421976	529,2387036828	527,7521609400
SSY	21.07.2021	2,7414041524	2,6975124883	2,6416011459	2,6213100232	2,5792536744	2,5684802756	2,5705747571	2,5813793675	2,8429223548	2,8102630829	2,7702380374	2,7473582216	2,7133241152	2,6949122929	2,6839682578	2,6788284346
SLP	21.07.2021	53,9160426818	52,1185801541	50,7388380859	49,5299584617	48,4099658199	47,9317899943	47,6932825284	47,6072313816	54,0900834347	53,1319801342	52,3127438147	51,5296253707	50,7525180908	50,2789448230	49,9304737858	49,6723335415
DUNEU	21.07.2021	10,1266780016	10,1254637987	10,1390158006	10,1482855788	10,1540518927	10,1551333390	10,1305637242	10,1250067528	10,1097542012	10,1107299807	10,1192318691	10,1259716511	10,1311172372	10,1338679620	10,1230234378	10,1208307658
AVNT	21.07.2021	48,0381355834	47,9384748734	47,8187519472	47,7698878181	47,4953624551	47,0525695311	46,9630116843	47,0151913780	48,6863318411	48,5723956351	48,4493102203	48,3636615552	48,1633126758	47,8677592184	47,7432108522	47,6962383901
ATHE	21.07.2021	1,6325279974	1,5938865356	1,5568162538	1,5464860258	1,5216703787	1,4904575869	1,4740107486	1,4641906047	1,5494226902	1,5370967156	1,5230875032	1,5208886934	1,5103278623	1,4950585443	1,4860053474	1,4797191197
UIS	21.07.2021	25,3444999456	25,0054998722	24,6117726505	24,2696320853	23,7933352732	23,2654560216	23,0662822134	22,9778672516	25,5058813216	25,3129401997	25,0774221000	24,8538580469	24,5487286728	24,2002782648	24,0069184374	23,8710214361
NVT	21.07.2021	31,0032767475	30,9499535360	30,9117801242	30,7987293590	30,5825968593	30,2912155289	30,2964490136	30,3534583948	31,1273545944	31,0876064506	31,0545010526	30,9816915157	30,8510542866	30,6728585967	30,6392529870	30,6364670464
REI	21.07.2021	2,9066727288	2,8872776786	2,8641362807	2,8288387890	2,7672317382	2,7168259694	2,6901303264	2,6864702809	2,8655814616	2,8593356035	2,8498750690	2,8327441173	2,8001018213	2,7705683154	2,7514665647	2,7437078516
OLB	21.07.2021	5,9062884920	6,0851451056	6,0133005513	6,0236095732	5,9465896335	5,8726642386	5,7867253035	5,7582298146	5,6824839308	5,7974854484	5,7872487445	5,8141774519	5,7937795902	5,7696101018	5,7344091488	5,7244654313
REGI	21.07.2021	63,0705928061	62,9741215533	62,7879177732	62,9028414815	63,1841424755	62,8106622196	62,9432692552	63,6844924166	63,4878783765	63,3976043326	63,2597373260	63,2750002634	63,3869047096	63,1719615056	63,2070128780	63,5701541890
PKBK	21.07.2021	19,3982066057	19,3258054046	19,2829317224	19,3223986820	19,3546898307	19,2920189940	19,2534700722	19,3019301423	19,7169941124	19,6487089588	19,5954985963	19,5864034919	19,5781745879	19,5240627442	19,4817710470	19,4854119433
PLAB	21.07.2021	12,6686057776	12,7234047757	12,7573311524	12,8032709845	12,7899489041	12,7772309701	12,8322798707	12,9555017540	12,9401921798	12,9430310453	12,9398852169	12,9465628371	12,9259377614	12,9063246667	12,9228651673	12,9787827923
SPXX	21.07.2021	18,1528956270	18,1596419738	18,2069798106	18,2348017742	18,2412015348	18,2064374807	18,2270851560	18,2330697147	18,1344474296	18,1397382015	18,1664298086	18,1848651231	18,1929732502	18,1793566775	18,1927512506	18,1991559152
MAGS	21.07.2021	4,5543535615	4,5462893192	4,5360548559	4,5313176510	4,5383508366	4,5404689010	4,5367472791	4,5391568994	4,5749849675	4,5687959448	4,5612915473	4,5564066598	4,5577012800	4,5569678429	4,5534470942	4,5531188176
