Symbol	Date	EMA10T7	EMA10T6	EMA10T5	EMA10T4	EMA10T3	EMA10T2	EMA10T1	EMA10T0	EMA20T7	EMA20T6	EMA20T5	EMA20T4	EMA20T3	EMA20T2	EMA20T1	EMA20T0
WMT	21.07.2021	139,5242863292	139,7162346023	140,0496470476	140,3424391593	140,5638134138	140,6849374708	140,9004024974	140,9494198922	139,2865429955	139,4097295513	139,6135651228	139,8084640313	139,9752767482	140,0947737938	140,2638424913	140,3501430320
ZDGE	21.07.2021	17,9986136309	18,0679564545	18,0265098542	17,8744172505	17,6117959877	17,3641967172	17,3034338026	17,3919005504	17,4276480200	17,5183481287	17,5489816548	17,5147929766	17,4114793889	17,3008623042	17,2750659597	17,3241073840
PDLB	21.07.2021	13,3047289381	13,2784145580	13,2405209465	13,2113353060	13,1910925924	13,1308938768	13,0816403823	13,0777058436	13,3358207014	13,3190758582	13,2953543188	13,2748443764	13,2581925674	13,2202694330	13,1859580257	13,1739620633
USM	21.07.2021	36,8936049568	36,8965858460	36,7099336798	36,6117635869	36,6278067098	36,7209326516	36,7662178460	36,8341781267	37,1348938371	37,1134753619	36,9950490352	36,9164727623	36,8958563814	36,9191080964	36,9239550607	36,9445307110
MSM	21.07.2021	90,3384300655	90,1478065837	90,0318421387	89,8096885787	89,3206547910	88,6314446071	88,4802734152	88,2965875617	90,3701411443	90,2672706463	90,1951498359	90,0632305714	89,7829231595	89,3778827423	89,2276084861	89,0602173179
RF	21.07.2021	19,9016661041	19,8686357785	19,8016110915	19,7885908098	19,6470288860	19,3730235230	19,2888374002	19,2799578313	20,2997633934	20,2445477668	20,1736384556	20,1313871306	20,0245883780	19,8451037125	19,7560462015	19,7068989224
VVV	21.07.2021	32,2567552507	32,1482542683	32,0340263027	31,8714759549	31,6057530263	31,3428888119	31,2205454054	31,0986279203	32,5026681709	32,4224140449	32,3364698937	32,2225203219	32,0498993243	31,8699088980	31,7556318673	31,6408097121
SYNL	21.07.2021	10,2641887889	10,2452453450	10,2352006605	10,1906186806	10,1323243543	10,0446289478	10,0019692154	10,0397930013	10,2397791776	10,2321811461	10,2281638541	10,2054815605	10,1735309248	10,1236708004	10,0937974308	10,1048643458
HPI	21.07.2021	21,6479103206	21,6773810743	21,6905845153	21,7086602244	21,7161765473	21,5950534000	21,5504983057	21,5231349080	21,5500748607	21,5748295850	21,5915124817	21,6104161420	21,6237098428	21,5690707375	21,5482068941	21,5340919154
FUSB	21.07.2021	10,7809362360	10,7316751438	10,6895523904	10,6987246414	10,7080474339	10,7993115438	10,7812548648	10,8664812530	10,9743209367	10,9300999169	10,8891380201	10,8749343773	10,8630358652	10,8960800721	10,8774057614	10,9128909270
RL	21.07.2021	116,2324780872	115,9483908294	115,5377747588	114,8163611108	113,7006591462	111,8987212860	111,3789539460	111,2445985721	117,7176132450	117,4273641902	117,0714249760	116,5474797111	115,7981959582	114,6545583351	114,1198385808	113,7884253245
CSTR	21.07.2021	20,3635311763	20,3065253692	20,2689753714	20,3000708555	20,3055125043	20,2390557824	20,3319547311	20,4425085134	20,6102492061	20,5568920662	20,5133785724	20,5063901878	20,4895911150	20,4372491549	20,4670349497	20,5120792911
PHR	21.07.2021	63,8963373442	64,2170039475	64,2739120987	64,0732004751	63,9817094242	63,9704891959	64,1285814036	64,3924760267	61,2069909900	61,6310874349	61,9071742296	62,0274431762	62,1743533209	62,3406052112	62,5786424613	62,8644862108
GDRX	21.07.2021	33,9242633460	33,4434883170	32,8846724120	32,3492775251	31,8548632770	31,5576152836	31,4253215818	31,4116268181	35,0480875810	34,6892221625	34,2778677507	33,8647375396	33,4614291226	33,1527215217	32,9315099409	32,7808899829
FCAX	21.07.2021	9,7944900257	9,7954918739	9,8054025116	9,8044202715	9,8072528939	9,7986615003	9,7916321782	9,7895171881	9,8020100296	9,8018186164	9,8064073559	9,8057971497	9,8071497730	9,8026593403	9,7985965678	9,7968254406
NRGX	21.07.2021	12,4191722997	12,3484136512	12,2614293302	12,1557149620	12,0328576130	11,8250653821	11,7205080399	11,6604157314	12,4101799685	12,3739723270	12,3259749517	12,2644535567	12,1897436506	12,0659585737	11,9882482334	11,9312722438
CNTY	21.07.2021	13,1532379972	13,1108311025	13,0052253989	12,8770026338	12,6357294623	12,3601422666	12,1528437212	12,1214175068	13,4238181090	13,3758354392	13,2952796577	13,2004911370	13,0433015231	12,8601299386	12,7039271127	12,6349816298
SEB	21.07.2021	3951,3897963982	3920,0461970531	3899,1086871485	3900,4125675391	3905,7939206712	3903,8750242282	3899,8340929764	3898,4969816114	3906,9350814878	3894,7507880128	3886,1926074952	3888,1056952859	3892,0965823792	3892,3959545558	3891,3725210118	3891,4779933411
ABNB	21.07.2021	147,8351770242	147,0306000493	145,5868539199	144,1165168436	142,3335133372	140,4328754364	139,6432610549	139,5717590449	148,3026756118	147,8367068547	147,0036868054	146,0985737764	144,9758522318	143,7286286748	143,0011398808	142,6438884636
LUXAU	21.07.2021	10,3495067994	10,3568692619	10,3592566481	10,3666644609	10,3618164048	10,3305769822	10,3104721249	10,2885680259	10,3421095793	10,3466706044	10,3488924407	10,3537597910	10,3524493492	10,3369779427	10,3258372117	10,3129002944
FEO	21.07.2021	15,1720595426	15,1644123739	15,1672465432	15,1713834590	15,1620409911	15,1071243849	15,0931017209	15,0798105821	15,2474415369	15,2362566395	15,2308988934	15,2270037207	15,2168128793	15,1828306676	15,1682753405	15,1541539231
DLY	21.07.2021	19,9629436310	19,9478628182	19,9173424306	19,8723710935	19,7955764879	19,7000172097	19,6800141084	19,6909205925	19,9320420659	19,9270855988	19,9130775119	19,8899272799	19,8480295164	19,7929791299	19,7736477987	19,7704432246
SP	21.07.2021	30,5116365326	30,4713391477	30,3492773457	30,2421360518	30,1490203228	30,1491983765	30,1929803789	30,3851657646	31,0241938448	30,9542707087	30,8443400924	30,7410696292	30,6447772400	30,5976555617	30,5778787834	30,6418903279
VKQ	21.07.2021	13,8159347422	13,8221284948	13,8090142230	13,7764662033	13,7480177819	13,7029236397	13,6787556497	13,6462546225	13,7483142209	13,7579986172	13,7572368441	13,7451190603	13,7332029484	13,7109931438	13,6975651963	13,6787494633
MBUU	21.07.2021	72,1718474326	72,6824212370	73,4256167654	73,8500504692	74,0791323130	74,1774723918	74,9797494729	75,6870682500	72,9612328711	73,1534967269	73,4979252903	73,7133611804	73,8463744594	73,9200533439	74,3648098195	74,7938758126
BCM	21.07.2021	36,3743903648	36,4554102430	36,4889719060	36,4909770140	36,4944354335	36,2790837862	36,1810688575	36,2042926550	36,3157633669	36,3637858743	36,3900919234	36,4005593593	36,4109821176	36,3061268086	36,2522101295	36,2575996166
UFI	21.07.2021	23,6937029243	23,8003025175	23,9147930243	23,9211944313	23,8209774146	23,5789814794	23,6228029731	23,7459295666	24,1812841617	24,1906857355	24,2134775993	24,1883845673	24,1104432598	23,9561153085	23,9431519167	23,9771373758
LYL	21.07.2021	1,5723195494	1,5737160028	1,5621312733	1,5453801379	1,5298564834	1,5026098492	1,4984989710	1,4824082429	1,5627604147	1,5644022841	1,5592211132	1,5507238671	1,5420835024	1,5266469779	1,5222044104	1,5115182729
CRWD	21.07.2021	258,8175560366	259,2434556049	258,3319174454	256,6897511920	255,4661612869	254,5450399432	254,1259427704	254,0212264580	250,6518858185	251,6526589465	251,8981195923	251,6506799218	251,4896634258	251,3858853754	251,4672301485	251,6655894726
JPM	21.07.2021	154,8779599538	155,0183297615	155,0368143716	155,1137584339	154,5312575663	153,1564836853	152,5298515086	152,5898786180	155,3785254437	155,4043795820	155,3772953473	155,3851726203	155,0542041481	154,2842800598	153,8486349792	153,7544793250
SAH	21.07.2021	45,6854511664	46,0208234596	46,3097647598	46,5807164829	46,5805865462	46,3804798182	46,7658471240	47,2302385005	45,7505442286	45,9200160905	46,0809669972	46,2446843534	46,2766193512	46,2007507980	46,4197269125	46,6959433679
SLGL	21.07.2021	12,1340125325	12,1732830505	12,2326861322	12,2558340458	12,2547733102	12,2102691136	12,1629474219	12,1442297851	11,9474975051	11,9858311124	12,0347995779	12,0657710140	12,0833166317	12,0763341171	12,0643022783	12,0638925775
AQN	21.07.2021	15,0933047028	15,0636129942	15,0447742749	15,0420879945	15,0762537305	15,0569349190	15,0647650030	15,1111713106	15,2072014235	15,1808013170	15,1597726238	15,1474133008	15,1552786572	15,1376330962	15,1340490281	15,1517586154
LAND	21.07.2021	23,8170303429	23,7957522375	23,8074337598	23,8424458035	23,8620012507	23,8089100587	23,8836535595	23,8284438076	24,0208228995	23,9902684103	23,9778619531	23,9799703385	23,9771160933	23,9383431029	23,9651675039	23,9284848772
ORCL	21.07.2021	83,7016989737	84,3141172866	85,0351866489	85,2542432335	85,6607440753	85,9006093993	86,4023174470	87,0000783551	81,9968927719	82,4800458122	83,0324222853	83,3379056737	83,7333430251	84,0425487710	84,4823063797	84,9782774332
CRTX	21.07.2021	56,3397453505	56,7507004639	56,4360277355	55,6294772382	55,2495724522	54,9478320341	55,4591349955	56,4992923245	54,0478784993	54,4814137350	54,5327077086	54,2914974506	54,2199263520	54,1599333806	54,5027967084	55,1387208604
SOS	21.07.2021	3,0705698339	3,0068298693	2,9274062445	2,8624232788	2,7838008767	2,7194734567	2,6704782914	2,6813004237	3,2481465631	3,1978468932	3,1380519446	3,0839517530	3,0216706401	2,9653210617	2,9162428698	2,8985054555
RPRX	21.07.2021	41,9228390152	41,8950501866	41,7323137890	41,4318934330	41,2715490338	41,0112674190	41,0510368960	41,0981213464	42,3067294296	42,2556123846	42,1360302528	41,9402180221	41,8078162331	41,6204051778	41,5832236887	41,5572025158
HCCI	21.07.2021	29,2511281013	29,1181958025	28,9603420202	28,7511888285	28,5527908320	28,2795559965	28,2487277445	28,2853228388	29,4277028342	29,3412549888	29,2373259422	29,1013900873	28,9641148264	28,7818181036	28,7178354852	28,6923274164
GWRE	21.07.2021	112,0766225319	111,7790552427	111,2374093898	110,6760625055	110,5295061857	110,6023232983	111,0600831980	111,7327957322	111,1877319390	111,1165196059	110,8958989817	110,6343849383	110,5615866343	110,5966736506	110,8369907073	111,2106108434
VPCBU	21.07.2021	10,0468980606	10,0456438609	10,0446176974	10,0437781091	10,0430911733	10,0298019176	10,0189288902	10,0100509834	10,0303760549	10,0312926175	10,0321218884	10,0328721811	10,0335510174	10,0274985649	10,0220225366	10,0170775715
AUBAP	21.07.2021	28,1584392119	28,1316320242	28,1549716978	28,1700679109	28,1596920852	28,1630207054	28,1861080164	28,1968158023	28,0315186999	28,0295645075	28,0515107666	28,0692717288	28,0734364089	28,0833947982	28,1030715713	28,1165886444
CYCCP	20.07.2021	9,6100430799	9,7118534429	9,9460619078	10,1376870155	10,2653803131	10,3989475289	10,4791389150	10,5738409305	9,5549866389	9,6135593472	9,7456013142	9,8650678557	9,9579185506	10,0571644029	10,1317201886	10,2144135040
NSP	21.07.2021	92,3582658550	92,6967631942	93,0028057504	93,1477507143	93,0845238666	92,8018829416	93,0269953005	93,1893594584	92,1753158822	92,3700478192	92,5614715749	92,6794269536	92,6909103915	92,5803473809	92,7193620032	92,8337083047
BEKE	21.07.2021	42,7137005715	42,1348457002	41,5648737547	41,0985330720	40,6969814934	40,0484395979	39,6759960346	39,3258149374	45,1629862869	44,6265112862	44,0906530685	43,6058289667	43,1567023403	42,5827307906	42,1462802391	41,7275868830
MMS	21.07.2021	88,5131220051	88,4725545342	88,5829994973	88,4915453762	88,2349010952	87,7612822149	87,6192315135	87,6320989549	89,2359342432	89,1458453549	89,1395745431	89,0386628562	88,8521237110	88,5452545245	88,3961829848	88,3289276949
EVH	21.07.2021	21,6325507962	21,7466325112	21,8654265307	21,9371672031	21,9867729997	21,9091778118	21,9420546010	21,9125902529	21,0607021344	21,1749210005	21,2915951546	21,3838242093	21,4625075308	21,4717924770	21,5306693984	21,5544152354
MLR	21.07.2021	38,4158666575	38,2493454471	38,1040100500	38,0032808112	37,9535933078	37,8002128173	37,7201742343	37,7310514243	39,1705398528	39,0114408192	38,8627322424	38,7377100514	38,6417376220	38,4958579066	38,3876810212	38,3298065220
ACRE	21.07.2021	14,9588228671	14,9572186747	14,9395424896	14,9414438205	14,9502721751	14,8811317242	14,8936531942	14,9184434740	15,1236166201	15,1070816858	15,0835500639	15,0708309921	15,0631327806	15,0161677248	15,0098660185	15,0117835151
DARE	21.07.2021	1,7330167671	1,7070137246	1,6748294058	1,6630422437	1,6279436592	1,6101357159	1,5901110403	1,5809999351	1,6287669029	1,6250748201	1,6160200726	1,6154467337	1,6015946666	1,5947761242	1,5857498266	1,5813926966
MEUSW	21.07.2021	2,6555294583	2,6181604745	2,5821313112	2,5253801602	2,4644019597	2,4054198043	2,3571616771	2,3104049912	2,6860011916	2,6635248922	2,6403320526	2,6050623315	2,5655325911	2,5250056876	2,4883384893	2,4513538622
ORA	21.07.2021	69,2348945150	69,3467315985	69,4564162075	69,2952495689	69,3033853450	68,6536795290	68,5911918980	68,7146109426	69,1134626364	69,1836089067	69,2565982440	69,1912079059	69,2053782328	68,8743901494	68,8206384741	68,8634344902
FTNT	21.07.2021	249,6175990285	250,9671280314	251,8531040872	252,6616283973	253,7122418599	254,2427442277	255,9876991568	257,5626618367	242,9616767650	244,3024702679	245,4012822745	246,4392542287	247,5821826299	248,4438799873	249,9101767826	251,3139688887
TVACU	20.07.2021	10,6023159610	10,6091676669	10,6111371612	10,6127485656	10,6195214843	10,6232449132	10,6208366848	10,6261390364	10,5305580389	10,5409811155	10,5485067127	10,5553155863	10,5643331132	10,5715395160	10,5752023866	10,5823259325
ROCC	21.07.2021	9,9415015611	9,9448649206	9,9494349835	9,9531741260	9,9562334244	9,9587364867	9,9607844467	9,9633691621	9,9404032312	9,9422695937	9,9449106102	9,9473001014	9,9494620219	9,9514180452	9,9531877806	9,9552651712
RDN	21.07.2021	22,3370967996	22,2412609207	22,1937588519	22,1967116215	22,1554912018	22,0126747723	21,9940066041	22,0314600875	22,5755869666	22,5026738713	22,4528953638	22,4297623848	22,3859754256	22,2892159412	22,2531001228	22,2480430409
HYMCL	21.07.2021	0,7819292750	0,7797603124	0,7725311664	0,7593436795	0,7485539174	0,7397259302	0,7197757602	0,7185438037	0,7872907675	0,7856440259	0,7812969767	0,7735544064	0,7665492237	0,7602112013	0,7478101340	0,7444948831
UI	21.07.2021	307,2738738101	306,5586233606	305,7006911747	304,2187451053	302,4607892303	301,8442834292	302,8580525198	303,8820411952	307,2019165529	306,8341146276	306,3584843143	305,5195798837	304,4748568275	303,9601092557	304,2896239388	304,6896588241
SAIA	21.07.2021	207,9338118370	207,5967554723	207,1918899532	206,3733649511	204,5382074653	202,4803517845	202,1911968036	202,3946151227	209,7731711943	209,4214407787	209,0355888109	208,4312472519	207,2739854926	205,9355108001	205,4549859038	205,2507012995
KNL	20.07.2021	25,8457170044	25,8664955644	25,8016782307	25,7013730978	25,6156688150	25,4691834788	25,3911502855	20,7745775063	25,9086933638	25,9135796230	25,8751434902	25,8156060149	25,7598339699	25,6693735410	25,6094332909	23,1704396442
AMD	21.07.2021	90,3801188847	90,3582794759	90,1204110351	89,5403363570	88,8766387265	88,4590683819	88,2137833325	88,4312779379	88,1213620844	88,3250420893	88,3940859905	88,2546492586	88,0294445092	87,8914023493	87,8169831361	87,9686993767
CAN	21.07.2021	7,2958445978	7,1256910588	7,0137472716	6,8839750751	6,6814341489	6,5066279018	6,3454228080	6,3680731684	7,9034091444	7,7564178100	7,6377113737	7,5103103087	7,3445664679	7,1898458320	7,0403366942	6,9860188938
NBN	21.07.2021	29,3629424784	29,3987710216	29,4480853952	29,5375245113	29,6216109638	29,5522271106	29,5536402661	29,5984328063	29,4011332460	29,4162633622	29,4404287636	29,4880070274	29,5367682629	29,5085045970	29,5134088703	29,5407031909
NOV	21.07.2021	15,0128503165	14,9941502312	14,8843047971	14,6980674988	14,5020552055	14,2725905811	14,1412105101	14,1191723188	15,4029039972	15,3559607448	15,2639645161	15,1302535771	14,9864198922	14,8200941664	14,6991328354	14,6344535613
CRON	21.07.2021	8,2545500398	8,2282681520	8,1267648655	8,0200803376	7,8673384268	7,7387314124	7,6644165962	7,6217953657	8,3741037803	8,3489510066	8,2842890133	8,2134043417	8,1149848642	8,0240339103	7,9579354353	7,9076558537
UZA	21.07.2021	25,7479232125	25,7573915806	25,7542294334	25,7589151158	25,7645670794	25,7728275133	25,7850407205	25,7950333445	25,6708428008	25,6831434137	25,6885583049	25,6972671032	25,7060988948	25,7159941873	25,7278042793	25,7384896005
SMFG	21.07.2021	6,8928225409	6,8850366071	6,8695754405	6,8460162278	6,8176496514	6,7780769701	6,7747902899	6,7830102684	6,9674435663	6,9562584557	6,9413767161	6,9221979595	6,9000838736	6,8715044479	6,8608849985	6,8569912055
SCPH	21.07.2021	6,2128951505	6,2796414729	6,2778884743	6,1364542063	6,0225534831	6,0220892100	6,0871639199	6,1258614237	6,0511883274	6,1015513365	6,1175940646	6,0587755822	6,0065112629	6,0077959027	6,0432439229	6,0676969007
BATRK	21.07.2021	27,3985048948	27,3915041158	27,4148670870	27,3376184842	27,2616878645	27,1686537074	27,2416257051	27,3322391716	27,2123892241	27,2264474513	27,2544048805	27,2292234415	27,1997735972	27,1569380165	27,1962772240	27,2480603237
ZSAN	21.07.2021	0,8787839566	0,8739141460	0,8613843026	0,8484053424	0,8390589148	0,8272300192	0,8177336478	0,8161457146	0,8975036083	0,8931699311	0,8847727955	0,8757468170	0,8682471193	0,8592712021	0,8512453711	0,8472220039
FVRR	21.07.2021	238,2781453654	236,9439375610	233,2450409324	228,9804868149	224,4713060623	223,2256131632	223,7227756270	225,6586337161	232,0083616350	231,9066131404	230,4488410416	228,4813317316	226,1669184882	225,3529257862	225,4107430174	226,2640051221
LAMR	21.07.2021	105,9842657240	106,0725812689	105,8939294632	105,6950337521	105,3432098219	104,3753528803	104,1398345077	104,2035005725	105,2902813559	105,4026356287	105,3728604581	105,3183026099	105,1698930410	104,6794267174	104,5271005377	104,5235669497
ZNTE	21.07.2021	10,0561318902	10,0513805889	10,0474931605	10,0424944873	10,0402227138	10,0329094931	10,0287441723	10,0271544061	10,0584462882	10,0557370925	10,0532859154	10,0501158718	10,0482000490	10,0436095682	10,0404086787	10,0384650386
HSAQ	21.07.2021	9,9879295755	9,9810332544	9,9935726973	10,0038322416	10,0122264142	10,0063669829	9,9979366293	9,9855845704	10,0643430224	10,0534531926	10,0531243352	10,0528267977	10,0525575970	10,0456473061	10,0374904234	10,0272532693
LANDO	21.07.2021	25,7911300302	25,7400155209	25,7309218869	25,7252998644	25,7152453574	25,6879281168	25,6628501387	25,6696047976	25,8272439132	25,7970302290	25,7868369247	25,7785668141	25,7682271248	25,7488722114	25,7299319281	25,7270813409
VCVCW	21.07.2021	1,8517004938	1,8586640378	1,8516342222	1,8349734528	1,8140691939	1,7806020669	1,7750380547	1,7632129608	1,8041779047	1,8123514362	1,8130798758	1,8080246487	1,7996413515	1,7834850319	1,7802959812	1,7736011295
ALGS	21.07.2021	18,4209416834	17,8171341740	17,3394733388	17,0013871940	16,7284077041	16,4214244783	16,1557109437	16,1037634786	21,1670113839	20,5892008123	20,0749911711	19,6373729208	19,2433374045	18,8430195528	18,4732081705	18,2252835719
